rl,toChoose,exp
SRX4671912,study_tissue_genotype,SRX4671911
SRX4671912,study_tissue_genotype,SRX4671913
SRX4671912,study_tissue_genotype,SRX6452001
SRX4671912,study_tissue_genotype,SRX6452002
SRX4671912,study_tissue_genotype,SRX6452003
SRX4671912,study_tissue_genotype,SRX6452004
SRX4671912,study_tissue_genotype,SRX6452005
SRX4671912,study_tissue_genotype,SRX6452006
SRX4671914,study_tissue_genotype,SRX4671909
SRX4671914,study_tissue_genotype,SRX4671910
SRX4671914,study_tissue_genotype,SRX4671911
SRX4671914,study_tissue_genotype,SRX4671913
SRX4671914,study_tissue_genotype,SRX6452001
SRX4671914,study_tissue_genotype,SRX6452002
SRX4671914,study_tissue_genotype,SRX6452003
SRX4671914,study_tissue_genotype,SRX6452004
SRX4671914,study_tissue_genotype,SRX6452005
SRX4671914,study_tissue_genotype,SRX6452006
SRX4671915,study_tissue_genotype,SRX4671909
SRX4671915,study_tissue_genotype,SRX4671910
SRX4671915,study_tissue_genotype,SRX4671911
SRX4671915,study_tissue_genotype,SRX4671913
SRX4671915,study_tissue_genotype,SRX6452001
SRX4671915,study_tissue_genotype,SRX6452002
SRX4671915,study_tissue_genotype,SRX6452003
SRX4671915,study_tissue_genotype,SRX6452004
SRX4671915,study_tissue_genotype,SRX6452005
SRX4671915,study_tissue_genotype,SRX6452006
SRX4671916,study_tissue_genotype,SRX4671909
SRX4671916,study_tissue_genotype,SRX4671910
SRX4671916,study_tissue_genotype,SRX4671911
SRX4671916,study_tissue_genotype,SRX4671913
SRX4671916,study_tissue_genotype,SRX6452001
SRX4671916,study_tissue_genotype,SRX6452002
SRX4671916,study_tissue_genotype,SRX6452003
SRX4671916,study_tissue_genotype,SRX6452004
SRX4671916,study_tissue_genotype,SRX6452005
SRX4671916,study_tissue_genotype,SRX6452006
SRX4671917,study_tissue_genotype,SRX4671909
SRX4671917,study_tissue_genotype,SRX4671910
SRX4671917,study_tissue_genotype,SRX4671911
SRX4671917,study_tissue_genotype,SRX4671913
SRX4671917,study_tissue_genotype,SRX6452001
SRX4671917,study_tissue_genotype,SRX6452002
SRX4671917,study_tissue_genotype,SRX6452003
SRX4671917,study_tissue_genotype,SRX6452004
SRX4671917,study_tissue_genotype,SRX6452005
SRX4671917,study_tissue_genotype,SRX6452006
SRX4671918,study_tissue_genotype,SRX4671909
SRX4671918,study_tissue_genotype,SRX4671910
SRX4671918,study_tissue_genotype,SRX4671911
SRX4671918,study_tissue_genotype,SRX4671913
SRX4671918,study_tissue_genotype,SRX6452001
SRX4671918,study_tissue_genotype,SRX6452002
SRX4671918,study_tissue_genotype,SRX6452003
SRX4671918,study_tissue_genotype,SRX6452004
SRX4671918,study_tissue_genotype,SRX6452005
SRX4671918,study_tissue_genotype,SRX6452006
SRX4671919,study_tissue_genotype,SRX4671909
SRX4671919,study_tissue_genotype,SRX4671910
SRX4671919,study_tissue_genotype,SRX4671911
SRX4671919,study_tissue_genotype,SRX4671913
SRX4671919,study_tissue_genotype,SRX6452001
SRX4671919,study_tissue_genotype,SRX6452002
SRX4671919,study_tissue_genotype,SRX6452003
SRX4671919,study_tissue_genotype,SRX6452004
SRX4671919,study_tissue_genotype,SRX6452005
SRX4671919,study_tissue_genotype,SRX6452006
SRX4671920,study_tissue_genotype,SRX4671909
SRX4671920,study_tissue_genotype,SRX4671910
SRX4671920,study_tissue_genotype,SRX4671911
SRX4671920,study_tissue_genotype,SRX4671913
SRX4671920,study_tissue_genotype,SRX6452001
SRX4671920,study_tissue_genotype,SRX6452002
SRX4671920,study_tissue_genotype,SRX6452003
SRX4671920,study_tissue_genotype,SRX6452004
SRX4671920,study_tissue_genotype,SRX6452005
SRX4671920,study_tissue_genotype,SRX6452006
SRX4671921,study_tissue_genotype,SRX4671909
SRX4671921,study_tissue_genotype,SRX4671910
SRX4671921,study_tissue_genotype,SRX4671911
SRX4671921,study_tissue_genotype,SRX4671913
SRX4671921,study_tissue_genotype,SRX6452001
SRX4671921,study_tissue_genotype,SRX6452002
SRX4671921,study_tissue_genotype,SRX6452003
SRX4671921,study_tissue_genotype,SRX6452004
SRX4671921,study_tissue_genotype,SRX6452005
SRX4671921,study_tissue_genotype,SRX6452006
SRX6452007,study_tissue_genotype,SRX4671909
SRX6452007,study_tissue_genotype,SRX4671910
SRX6452007,study_tissue_genotype,SRX4671911
SRX6452007,study_tissue_genotype,SRX4671913
SRX6452007,study_tissue_genotype,SRX6452001
SRX6452007,study_tissue_genotype,SRX6452002
SRX6452007,study_tissue_genotype,SRX6452003
SRX6452007,study_tissue_genotype,SRX6452004
SRX6452007,study_tissue_genotype,SRX6452005
SRX6452007,study_tissue_genotype,SRX6452006
SRX6452008,study_tissue_genotype,SRX4671909
SRX6452008,study_tissue_genotype,SRX4671910
SRX6452008,study_tissue_genotype,SRX4671911
SRX6452008,study_tissue_genotype,SRX4671913
SRX6452008,study_tissue_genotype,SRX6452001
SRX6452008,study_tissue_genotype,SRX6452002
SRX6452008,study_tissue_genotype,SRX6452003
SRX6452008,study_tissue_genotype,SRX6452004
SRX6452008,study_tissue_genotype,SRX6452005
SRX6452008,study_tissue_genotype,SRX6452006
SRX11867021,study_tissue_genotype,SRX11867039
SRX11867021,study_tissue_genotype,SRX11867040
SRX11867021,study_tissue_genotype,SRX11867041
SRX11867021,study_tissue_genotype,SRX11867042
SRX11867022,study_tissue_genotype,SRX11867039
SRX11867022,study_tissue_genotype,SRX11867040
SRX11867022,study_tissue_genotype,SRX11867041
SRX11867022,study_tissue_genotype,SRX11867042
SRX11867023,study_tissue_genotype,SRX11867039
SRX11867023,study_tissue_genotype,SRX11867040
SRX11867023,study_tissue_genotype,SRX11867041
SRX11867023,study_tissue_genotype,SRX11867042
SRX11867024,study_tissue_genotype,SRX11867039
SRX11867024,study_tissue_genotype,SRX11867040
SRX11867024,study_tissue_genotype,SRX11867041
SRX11867024,study_tissue_genotype,SRX11867042
SRX11867025,study_tissue_genotype,SRX11867039
SRX11867025,study_tissue_genotype,SRX11867040
SRX11867025,study_tissue_genotype,SRX11867041
SRX11867025,study_tissue_genotype,SRX11867042
SRX11867026,study_tissue_genotype,SRX11867039
SRX11867026,study_tissue_genotype,SRX11867040
SRX11867026,study_tissue_genotype,SRX11867041
SRX11867026,study_tissue_genotype,SRX11867042
SRX6451999,study_tissue_genotype,SRX4671909
SRX6451999,study_tissue_genotype,SRX4671910
SRX6451999,study_tissue_genotype,SRX4671911
SRX6451999,study_tissue_genotype,SRX4671913
SRX6451999,study_tissue_genotype,SRX6452001
SRX6451999,study_tissue_genotype,SRX6452002
SRX6451999,study_tissue_genotype,SRX6452003
SRX6451999,study_tissue_genotype,SRX6452004
SRX6451999,study_tissue_genotype,SRX6452005
SRX6451999,study_tissue_genotype,SRX6452006
SRX6452000,study_tissue_genotype,SRX4671909
SRX6452000,study_tissue_genotype,SRX4671910
SRX6452000,study_tissue_genotype,SRX4671911
SRX6452000,study_tissue_genotype,SRX4671913
SRX6452000,study_tissue_genotype,SRX6452001
SRX6452000,study_tissue_genotype,SRX6452002
SRX6452000,study_tissue_genotype,SRX6452003
SRX6452000,study_tissue_genotype,SRX6452004
SRX6452000,study_tissue_genotype,SRX6452005
SRX6452000,study_tissue_genotype,SRX6452006
SRX6686236,study_tissue_genotype,SRX6686238
SRX6686236,study_tissue_genotype,SRX6686239
SRX6686236,study_tissue_genotype,SRX8388987
SRX8776131,study_tissue_genotype,SRX8776130
SRX8755309,study_tissue_genotype,SRX8776130
SRX8776132,study_tissue_genotype,SRX8776130
SRX5290955,study_tissue_genotype,SRX5290959
SRX5290955,study_tissue_genotype,SRX5290960
SRX5290955,study_tissue_genotype,SRX5290961
SRX5290955,study_tissue_genotype,SRX5290962
SRX5290955,study_tissue_genotype,SRX5290963
SRX5290955,study_tissue_genotype,SRX5290964
SRX5290955,study_tissue_genotype,SRX5290965
SRX5290955,study_tissue_genotype,SRX5290966
SRX5290955,study_tissue_genotype,SRX5290967
SRX5290955,study_tissue_genotype,SRX5290968
SRX5290955,study_tissue_genotype,SRX5290971
SRX5290955,study_tissue_genotype,SRX5290972
SRX5290955,study_tissue_genotype,SRX5290973
SRX5290955,study_tissue_genotype,SRX5290974
SRX5290955,study_tissue_genotype,SRX5290975
SRX5290955,study_tissue_genotype,SRX5290976
SRX5290955,study_tissue_genotype,SRX5290977
SRX5290955,study_tissue_genotype,SRX5290978
SRX5290955,study_tissue_genotype,SRX5290979
SRX5290955,study_tissue_genotype,SRX5290980
SRX5290955,study_tissue_genotype,SRX5290981
SRX5290955,study_tissue_genotype,SRX5290982
SRX5290955,study_tissue_genotype,SRX5290983
SRX5290955,study_tissue_genotype,SRX5290984
SRX5290955,study_tissue_genotype,SRX5290985
SRX5290955,study_tissue_genotype,SRX5290986
SRX5290955,study_tissue_genotype,SRX5290987
SRX5290955,study_tissue_genotype,SRX5290988
SRX5290955,study_tissue_genotype,SRX5290989
SRX5290955,study_tissue_genotype,SRX5290990
SRX5290955,study_tissue_genotype,SRX5290991
SRX5290955,study_tissue_genotype,SRX5290992
SRX5290955,study_tissue_genotype,SRX5290993
SRX5290955,study_tissue_genotype,SRX5290994
SRX5290955,study_tissue_genotype,SRX5290995
SRX5290955,study_tissue_genotype,SRX5290996
SRX5290956,study_tissue_genotype,SRX5290959
SRX5290956,study_tissue_genotype,SRX5290960
SRX5290956,study_tissue_genotype,SRX5290961
SRX5290956,study_tissue_genotype,SRX5290962
SRX5290956,study_tissue_genotype,SRX5290963
SRX5290956,study_tissue_genotype,SRX5290964
SRX5290956,study_tissue_genotype,SRX5290965
SRX5290956,study_tissue_genotype,SRX5290966
SRX5290956,study_tissue_genotype,SRX5290967
SRX5290956,study_tissue_genotype,SRX5290968
SRX5290956,study_tissue_genotype,SRX5290971
SRX5290956,study_tissue_genotype,SRX5290972
SRX5290956,study_tissue_genotype,SRX5290973
SRX5290956,study_tissue_genotype,SRX5290974
SRX5290956,study_tissue_genotype,SRX5290975
SRX5290956,study_tissue_genotype,SRX5290976
SRX5290956,study_tissue_genotype,SRX5290977
SRX5290956,study_tissue_genotype,SRX5290978
SRX5290956,study_tissue_genotype,SRX5290979
SRX5290956,study_tissue_genotype,SRX5290980
SRX5290956,study_tissue_genotype,SRX5290981
SRX5290956,study_tissue_genotype,SRX5290982
SRX5290956,study_tissue_genotype,SRX5290983
SRX5290956,study_tissue_genotype,SRX5290984
SRX5290956,study_tissue_genotype,SRX5290985
SRX5290956,study_tissue_genotype,SRX5290986
SRX5290956,study_tissue_genotype,SRX5290987
SRX5290956,study_tissue_genotype,SRX5290988
SRX5290956,study_tissue_genotype,SRX5290989
SRX5290956,study_tissue_genotype,SRX5290990
SRX5290956,study_tissue_genotype,SRX5290991
SRX5290956,study_tissue_genotype,SRX5290992
SRX5290956,study_tissue_genotype,SRX5290993
SRX5290956,study_tissue_genotype,SRX5290994
SRX5290956,study_tissue_genotype,SRX5290995
SRX5290956,study_tissue_genotype,SRX5290996
SRX113814,tissue_genotype,SRX1070685
SRX113814,tissue_genotype,SRX1070686
SRX113812,tissue_genotype,SRX1070685
SRX113812,tissue_genotype,SRX1070686
SRX255720,tissue_genotype,SRX1070685
SRX255720,tissue_genotype,SRX1070686
SRX255721,tissue_genotype,SRX1070685
SRX255721,tissue_genotype,SRX1070686
SRX255722,tissue_genotype,SRX1070685
SRX255722,tissue_genotype,SRX1070686
SRX255723,tissue_genotype,SRX1070685
SRX255723,tissue_genotype,SRX1070686
SRX255724,tissue_genotype,SRX1070685
SRX255724,tissue_genotype,SRX1070686
SRX113813,tissue_genotype,SRX1070685
SRX113813,tissue_genotype,SRX1070686
SRX1025890,tissue_genotype,SRX1025860
SRX1025890,tissue_genotype,SRX1025861
SRX1025890,tissue_genotype,SRX1025862
SRX1025890,tissue_genotype,SRX1025863
SRX1025890,tissue_genotype,SRX1025864
SRX1025891,tissue_genotype,SRX1025860
SRX1025891,tissue_genotype,SRX1025861
SRX1025891,tissue_genotype,SRX1025862
SRX1025891,tissue_genotype,SRX1025863
SRX1025891,tissue_genotype,SRX1025864
SRX1025892,tissue_genotype,SRX1025860
SRX1025892,tissue_genotype,SRX1025861
SRX1025892,tissue_genotype,SRX1025862
SRX1025892,tissue_genotype,SRX1025863
SRX1025892,tissue_genotype,SRX1025864
SRX1025893,tissue_genotype,SRX1025860
SRX1025893,tissue_genotype,SRX1025861
SRX1025893,tissue_genotype,SRX1025862
SRX1025893,tissue_genotype,SRX1025863
SRX1025893,tissue_genotype,SRX1025864
SRX1025894,tissue_genotype,SRX1025865
SRX1025894,tissue_genotype,SRX1025866
SRX1025894,tissue_genotype,SRX1025867
SRX1025894,tissue_genotype,SRX1025868
SRX1025894,tissue_genotype,SRX1025869
SRX1025895,tissue_genotype,SRX1025865
SRX1025895,tissue_genotype,SRX1025866
SRX1025895,tissue_genotype,SRX1025867
SRX1025895,tissue_genotype,SRX1025868
SRX1025895,tissue_genotype,SRX1025869
SRX1025896,tissue_genotype,SRX1025865
SRX1025896,tissue_genotype,SRX1025866
SRX1025896,tissue_genotype,SRX1025867
SRX1025896,tissue_genotype,SRX1025868
SRX1025896,tissue_genotype,SRX1025869
SRX1025897,tissue_genotype,SRX1025865
SRX1025897,tissue_genotype,SRX1025866
SRX1025897,tissue_genotype,SRX1025867
SRX1025897,tissue_genotype,SRX1025868
SRX1025897,tissue_genotype,SRX1025869
SRX1025898,tissue_genotype,SRX1025875
SRX1025898,tissue_genotype,SRX1025876
SRX1025898,tissue_genotype,SRX1025877
SRX1025898,tissue_genotype,SRX1025878
SRX1025898,tissue_genotype,SRX1025879
SRX1025899,tissue_genotype,SRX1025875
SRX1025899,tissue_genotype,SRX1025876
SRX1025899,tissue_genotype,SRX1025877
SRX1025899,tissue_genotype,SRX1025878
SRX1025899,tissue_genotype,SRX1025879
SRX1025900,tissue_genotype,SRX1025875
SRX1025900,tissue_genotype,SRX1025876
SRX1025900,tissue_genotype,SRX1025877
SRX1025900,tissue_genotype,SRX1025878
SRX1025900,tissue_genotype,SRX1025879
SRX1025901,tissue_genotype,SRX1025875
SRX1025901,tissue_genotype,SRX1025876
SRX1025901,tissue_genotype,SRX1025877
SRX1025901,tissue_genotype,SRX1025878
SRX1025901,tissue_genotype,SRX1025879
SRX1025902,tissue_genotype,SRX1029427
SRX1025902,tissue_genotype,SRX1029428
SRX1025902,tissue_genotype,SRX1029429
SRX1025902,tissue_genotype,SRX1025880
SRX1025902,tissue_genotype,SRX1025881
SRX1025902,tissue_genotype,SRX1025882
SRX1025902,tissue_genotype,SRX1025883
SRX1025902,tissue_genotype,SRX1025884
SRX1025903,tissue_genotype,SRX1029427
SRX1025903,tissue_genotype,SRX1029428
SRX1025903,tissue_genotype,SRX1029429
SRX1025903,tissue_genotype,SRX1025880
SRX1025903,tissue_genotype,SRX1025881
SRX1025903,tissue_genotype,SRX1025882
SRX1025903,tissue_genotype,SRX1025883
SRX1025903,tissue_genotype,SRX1025884
SRX1025904,tissue_genotype,SRX1029427
SRX1025904,tissue_genotype,SRX1029428
SRX1025904,tissue_genotype,SRX1029429
SRX1025904,tissue_genotype,SRX1025880
SRX1025904,tissue_genotype,SRX1025881
SRX1025904,tissue_genotype,SRX1025882
SRX1025904,tissue_genotype,SRX1025883
SRX1025904,tissue_genotype,SRX1025884
SRX1025905,tissue_genotype,SRX1029427
SRX1025905,tissue_genotype,SRX1029428
SRX1025905,tissue_genotype,SRX1029429
SRX1025905,tissue_genotype,SRX1025880
SRX1025905,tissue_genotype,SRX1025881
SRX1025905,tissue_genotype,SRX1025882
SRX1025905,tissue_genotype,SRX1025883
SRX1025905,tissue_genotype,SRX1025884
SRX1025906,tissue_genotype,SRX1025885
SRX1025906,tissue_genotype,SRX1025886
SRX1025906,tissue_genotype,SRX8908671
SRX1025906,tissue_genotype,SRX8908672
SRX1025906,tissue_genotype,SRX8908673
SRX1025906,tissue_genotype,SRX8908674
SRX1025906,tissue_genotype,SRX8908675
SRX1025906,tissue_genotype,SRX8908676
SRX1025906,tissue_genotype,SRX8908677
SRX1025906,tissue_genotype,SRX8908678
SRX1025906,tissue_genotype,SRX8908679
SRX1025906,tissue_genotype,SRX8908680
SRX1025906,tissue_genotype,SRX8908681
SRX1025906,tissue_genotype,SRX8908682
SRX1025906,tissue_genotype,SRX10229653
SRX1025906,tissue_genotype,SRX10229654
SRX1025906,tissue_genotype,SRX10229655
SRX1025906,tissue_genotype,SRX10229656
SRX1025906,tissue_genotype,SRX10229657
SRX1025906,tissue_genotype,SRX10229658
SRX1025906,tissue_genotype,SRX10229659
SRX1025906,tissue_genotype,SRX10229660
SRX1025906,tissue_genotype,SRX10229661
SRX1025906,tissue_genotype,SRX10229662
SRX1025907,tissue_genotype,SRX1025885
SRX1025907,tissue_genotype,SRX1025886
SRX1025907,tissue_genotype,SRX8908671
SRX1025907,tissue_genotype,SRX8908672
SRX1025907,tissue_genotype,SRX8908673
SRX1025907,tissue_genotype,SRX8908674
SRX1025907,tissue_genotype,SRX8908675
SRX1025907,tissue_genotype,SRX8908676
SRX1025907,tissue_genotype,SRX8908677
SRX1025907,tissue_genotype,SRX8908678
SRX1025907,tissue_genotype,SRX8908679
SRX1025907,tissue_genotype,SRX8908680
SRX1025907,tissue_genotype,SRX8908681
SRX1025907,tissue_genotype,SRX8908682
SRX1025907,tissue_genotype,SRX10229653
SRX1025907,tissue_genotype,SRX10229654
SRX1025907,tissue_genotype,SRX10229655
SRX1025907,tissue_genotype,SRX10229656
SRX1025907,tissue_genotype,SRX10229657
SRX1025907,tissue_genotype,SRX10229658
SRX1025907,tissue_genotype,SRX10229659
SRX1025907,tissue_genotype,SRX10229660
SRX1025907,tissue_genotype,SRX10229661
SRX1025907,tissue_genotype,SRX10229662
SRX1025908,tissue_genotype,SRX1025885
SRX1025908,tissue_genotype,SRX1025886
SRX1025908,tissue_genotype,SRX8908671
SRX1025908,tissue_genotype,SRX8908672
SRX1025908,tissue_genotype,SRX8908673
SRX1025908,tissue_genotype,SRX8908674
SRX1025908,tissue_genotype,SRX8908675
SRX1025908,tissue_genotype,SRX8908676
SRX1025908,tissue_genotype,SRX8908677
SRX1025908,tissue_genotype,SRX8908678
SRX1025908,tissue_genotype,SRX8908679
SRX1025908,tissue_genotype,SRX8908680
SRX1025908,tissue_genotype,SRX8908681
SRX1025908,tissue_genotype,SRX8908682
SRX1025908,tissue_genotype,SRX10229653
SRX1025908,tissue_genotype,SRX10229654
SRX1025908,tissue_genotype,SRX10229655
SRX1025908,tissue_genotype,SRX10229656
SRX1025908,tissue_genotype,SRX10229657
SRX1025908,tissue_genotype,SRX10229658
SRX1025908,tissue_genotype,SRX10229659
SRX1025908,tissue_genotype,SRX10229660
SRX1025908,tissue_genotype,SRX10229661
SRX1025908,tissue_genotype,SRX10229662
SRX1025909,tissue_genotype,SRX1025885
SRX1025909,tissue_genotype,SRX1025886
SRX1025909,tissue_genotype,SRX8908671
SRX1025909,tissue_genotype,SRX8908672
SRX1025909,tissue_genotype,SRX8908673
SRX1025909,tissue_genotype,SRX8908674
SRX1025909,tissue_genotype,SRX8908675
SRX1025909,tissue_genotype,SRX8908676
SRX1025909,tissue_genotype,SRX8908677
SRX1025909,tissue_genotype,SRX8908678
SRX1025909,tissue_genotype,SRX8908679
SRX1025909,tissue_genotype,SRX8908680
SRX1025909,tissue_genotype,SRX8908681
SRX1025909,tissue_genotype,SRX8908682
SRX1025909,tissue_genotype,SRX10229653
SRX1025909,tissue_genotype,SRX10229654
SRX1025909,tissue_genotype,SRX10229655
SRX1025909,tissue_genotype,SRX10229656
SRX1025909,tissue_genotype,SRX10229657
SRX1025909,tissue_genotype,SRX10229658
SRX1025909,tissue_genotype,SRX10229659
SRX1025909,tissue_genotype,SRX10229660
SRX1025909,tissue_genotype,SRX10229661
SRX1025909,tissue_genotype,SRX10229662
SRX1025910,tissue_genotype,SRX1025885
SRX1025910,tissue_genotype,SRX1025886
SRX1025910,tissue_genotype,SRX8908671
SRX1025910,tissue_genotype,SRX8908672
SRX1025910,tissue_genotype,SRX8908673
SRX1025910,tissue_genotype,SRX8908674
SRX1025910,tissue_genotype,SRX8908675
SRX1025910,tissue_genotype,SRX8908676
SRX1025910,tissue_genotype,SRX8908677
SRX1025910,tissue_genotype,SRX8908678
SRX1025910,tissue_genotype,SRX8908679
SRX1025910,tissue_genotype,SRX8908680
SRX1025910,tissue_genotype,SRX8908681
SRX1025910,tissue_genotype,SRX8908682
SRX1025910,tissue_genotype,SRX10229653
SRX1025910,tissue_genotype,SRX10229654
SRX1025910,tissue_genotype,SRX10229655
SRX1025910,tissue_genotype,SRX10229656
SRX1025910,tissue_genotype,SRX10229657
SRX1025910,tissue_genotype,SRX10229658
SRX1025910,tissue_genotype,SRX10229659
SRX1025910,tissue_genotype,SRX10229660
SRX1025910,tissue_genotype,SRX10229661
SRX1025910,tissue_genotype,SRX10229662
SRX1025911,tissue_genotype,SRX1025885
SRX1025911,tissue_genotype,SRX1025886
SRX1025911,tissue_genotype,SRX8908671
SRX1025911,tissue_genotype,SRX8908672
SRX1025911,tissue_genotype,SRX8908673
SRX1025911,tissue_genotype,SRX8908674
SRX1025911,tissue_genotype,SRX8908675
SRX1025911,tissue_genotype,SRX8908676
SRX1025911,tissue_genotype,SRX8908677
SRX1025911,tissue_genotype,SRX8908678
SRX1025911,tissue_genotype,SRX8908679
SRX1025911,tissue_genotype,SRX8908680
SRX1025911,tissue_genotype,SRX8908681
SRX1025911,tissue_genotype,SRX8908682
SRX1025911,tissue_genotype,SRX10229653
SRX1025911,tissue_genotype,SRX10229654
SRX1025911,tissue_genotype,SRX10229655
SRX1025911,tissue_genotype,SRX10229656
SRX1025911,tissue_genotype,SRX10229657
SRX1025911,tissue_genotype,SRX10229658
SRX1025911,tissue_genotype,SRX10229659
SRX1025911,tissue_genotype,SRX10229660
SRX1025911,tissue_genotype,SRX10229661
SRX1025911,tissue_genotype,SRX10229662
SRX1025912,tissue_genotype,SRX1025885
SRX1025912,tissue_genotype,SRX1025886
SRX1025912,tissue_genotype,SRX8908671
SRX1025912,tissue_genotype,SRX8908672
SRX1025912,tissue_genotype,SRX8908673
SRX1025912,tissue_genotype,SRX8908674
SRX1025912,tissue_genotype,SRX8908675
SRX1025912,tissue_genotype,SRX8908676
SRX1025912,tissue_genotype,SRX8908677
SRX1025912,tissue_genotype,SRX8908678
SRX1025912,tissue_genotype,SRX8908679
SRX1025912,tissue_genotype,SRX8908680
SRX1025912,tissue_genotype,SRX8908681
SRX1025912,tissue_genotype,SRX8908682
SRX1025912,tissue_genotype,SRX10229653
SRX1025912,tissue_genotype,SRX10229654
SRX1025912,tissue_genotype,SRX10229655
SRX1025912,tissue_genotype,SRX10229656
SRX1025912,tissue_genotype,SRX10229657
SRX1025912,tissue_genotype,SRX10229658
SRX1025912,tissue_genotype,SRX10229659
SRX1025912,tissue_genotype,SRX10229660
SRX1025912,tissue_genotype,SRX10229661
SRX1025912,tissue_genotype,SRX10229662
SRX1025913,tissue_genotype,SRX1025885
SRX1025913,tissue_genotype,SRX1025886
SRX1025913,tissue_genotype,SRX8908671
SRX1025913,tissue_genotype,SRX8908672
SRX1025913,tissue_genotype,SRX8908673
SRX1025913,tissue_genotype,SRX8908674
SRX1025913,tissue_genotype,SRX8908675
SRX1025913,tissue_genotype,SRX8908676
SRX1025913,tissue_genotype,SRX8908677
SRX1025913,tissue_genotype,SRX8908678
SRX1025913,tissue_genotype,SRX8908679
SRX1025913,tissue_genotype,SRX8908680
SRX1025913,tissue_genotype,SRX8908681
SRX1025913,tissue_genotype,SRX8908682
SRX1025913,tissue_genotype,SRX10229653
SRX1025913,tissue_genotype,SRX10229654
SRX1025913,tissue_genotype,SRX10229655
SRX1025913,tissue_genotype,SRX10229656
SRX1025913,tissue_genotype,SRX10229657
SRX1025913,tissue_genotype,SRX10229658
SRX1025913,tissue_genotype,SRX10229659
SRX1025913,tissue_genotype,SRX10229660
SRX1025913,tissue_genotype,SRX10229661
SRX1025913,tissue_genotype,SRX10229662
SRX1025914,tissue_genotype,SRX1025885
SRX1025914,tissue_genotype,SRX1025886
SRX1025914,tissue_genotype,SRX8908671
SRX1025914,tissue_genotype,SRX8908672
SRX1025914,tissue_genotype,SRX8908673
SRX1025914,tissue_genotype,SRX8908674
SRX1025914,tissue_genotype,SRX8908675
SRX1025914,tissue_genotype,SRX8908676
SRX1025914,tissue_genotype,SRX8908677
SRX1025914,tissue_genotype,SRX8908678
SRX1025914,tissue_genotype,SRX8908679
SRX1025914,tissue_genotype,SRX8908680
SRX1025914,tissue_genotype,SRX8908681
SRX1025914,tissue_genotype,SRX8908682
SRX1025914,tissue_genotype,SRX10229653
SRX1025914,tissue_genotype,SRX10229654
SRX1025914,tissue_genotype,SRX10229655
SRX1025914,tissue_genotype,SRX10229656
SRX1025914,tissue_genotype,SRX10229657
SRX1025914,tissue_genotype,SRX10229658
SRX1025914,tissue_genotype,SRX10229659
SRX1025914,tissue_genotype,SRX10229660
SRX1025914,tissue_genotype,SRX10229661
SRX1025914,tissue_genotype,SRX10229662
SRX1025915,tissue_genotype,SRX1025885
SRX1025915,tissue_genotype,SRX1025886
SRX1025915,tissue_genotype,SRX8908671
SRX1025915,tissue_genotype,SRX8908672
SRX1025915,tissue_genotype,SRX8908673
SRX1025915,tissue_genotype,SRX8908674
SRX1025915,tissue_genotype,SRX8908675
SRX1025915,tissue_genotype,SRX8908676
SRX1025915,tissue_genotype,SRX8908677
SRX1025915,tissue_genotype,SRX8908678
SRX1025915,tissue_genotype,SRX8908679
SRX1025915,tissue_genotype,SRX8908680
SRX1025915,tissue_genotype,SRX8908681
SRX1025915,tissue_genotype,SRX8908682
SRX1025915,tissue_genotype,SRX10229653
SRX1025915,tissue_genotype,SRX10229654
SRX1025915,tissue_genotype,SRX10229655
SRX1025915,tissue_genotype,SRX10229656
SRX1025915,tissue_genotype,SRX10229657
SRX1025915,tissue_genotype,SRX10229658
SRX1025915,tissue_genotype,SRX10229659
SRX1025915,tissue_genotype,SRX10229660
SRX1025915,tissue_genotype,SRX10229661
SRX1025915,tissue_genotype,SRX10229662
SRX5696400,tissue_genotype,SRX1025885
SRX5696400,tissue_genotype,SRX1025886
SRX5696400,tissue_genotype,SRX8908671
SRX5696400,tissue_genotype,SRX8908672
SRX5696400,tissue_genotype,SRX8908673
SRX5696400,tissue_genotype,SRX8908674
SRX5696400,tissue_genotype,SRX8908675
SRX5696400,tissue_genotype,SRX8908676
SRX5696400,tissue_genotype,SRX8908677
SRX5696400,tissue_genotype,SRX8908678
SRX5696400,tissue_genotype,SRX8908679
SRX5696400,tissue_genotype,SRX8908680
SRX5696400,tissue_genotype,SRX8908681
SRX5696400,tissue_genotype,SRX8908682
SRX5696400,tissue_genotype,SRX10229653
SRX5696400,tissue_genotype,SRX10229654
SRX5696400,tissue_genotype,SRX10229655
SRX5696400,tissue_genotype,SRX10229656
SRX5696400,tissue_genotype,SRX10229657
SRX5696400,tissue_genotype,SRX10229658
SRX5696400,tissue_genotype,SRX10229659
SRX5696400,tissue_genotype,SRX10229660
SRX5696400,tissue_genotype,SRX10229661
SRX5696400,tissue_genotype,SRX10229662
SRX5696402,tissue_genotype,SRX1025885
SRX5696402,tissue_genotype,SRX1025886
SRX5696402,tissue_genotype,SRX8908671
SRX5696402,tissue_genotype,SRX8908672
SRX5696402,tissue_genotype,SRX8908673
SRX5696402,tissue_genotype,SRX8908674
SRX5696402,tissue_genotype,SRX8908675
SRX5696402,tissue_genotype,SRX8908676
SRX5696402,tissue_genotype,SRX8908677
SRX5696402,tissue_genotype,SRX8908678
SRX5696402,tissue_genotype,SRX8908679
SRX5696402,tissue_genotype,SRX8908680
SRX5696402,tissue_genotype,SRX8908681
